customer_id,city,customer_segment,battery_capacity_kwh,home_charging_access,preferred_station_type,base_sessions_per_month,peak_preference_score,price_sensitivity_score,convenience_score,station_loyalty_score,baseline_avg_session_kwh,incentive_response_score
CUST00714,Pune,Price_Sensitive,46.8,0,Highway,11,0.354,0.99,0.439,0.247,22.7,0.805
CUST00715,Kolkata,Price_Sensitive,45.2,0,Transit_Public,9,0.648,0.645,0.282,0.514,18.5,0.636
CUST00716,Chennai,Convenience_First,58.5,0,Mall_Retail,10,0.839,0.105,0.899,0.767,30.9,0.197
CUST00717,Kolkata,Convenience_First,53.3,0,Fleet,7,0.732,0.031,0.946,0.811,24.6,0.129
CUST00718,Mumbai,Price_Sensitive,52.1,0,Hotel,6,0.674,0.841,0.667,0.731,25.0,0.637
CUST00719,Delhi NCR,Routine_Commuter,54.6,1,Office_Commercial,11,0.761,0.726,0.611,0.643,19.4,0.607
CUST00720,Mumbai,Routine_Commuter,61.3,0,Office_Commercial,8,0.773,0.464,0.781,0.738,22.6,0.416
CUST00721,Delhi NCR,High_Mileage,64.3,0,Highway,20,0.669,0.547,0.76,0.67,11.5,0.465
CUST00722,Bengaluru,High_Mileage,56.7,0,Hotel,19,0.645,0.805,0.717,0.847,15.4,0.587
CUST00723,Kolkata,Price_Sensitive,60.4,1,Mall_Retail,10,0.457,0.842,0.403,0.264,22.4,0.739
CUST00724,Delhi NCR,Routine_Commuter,62.8,1,Office_Commercial,10,0.499,0.408,0.59,0.627,27.2,0.412
CUST00725,Jaipur,Price_Sensitive,35.0,1,Transit_Public,8,0.627,0.803,0.545,0.31,13.2,0.699
CUST00726,Chandigarh,Routine_Commuter,49.8,1,Transit_Public,12,0.771,0.603,0.886,0.682,22.6,0.479
CUST00727,Delhi NCR,Convenience_First,56.4,0,Mall_Retail,9,0.849,0.12,0.844,0.703,30.9,0.227
CUST00728,Mumbai,Routine_Commuter,56.1,1,Transit_Public,12,0.811,0.586,0.713,0.802,24.3,0.49
CUST00729,Mumbai,Price_Sensitive,44.7,0,Highway,11,0.424,0.859,0.542,0.452,16.5,0.689
CUST00730,Pune,Routine_Commuter,58.6,1,Office_Commercial,9,0.787,0.156,0.757,0.653,24.1,0.265
CUST00731,Ahmedabad,Convenience_First,43.9,0,Residential,9,0.818,0.359,0.935,0.867,15.0,0.312
CUST00732,Chandigarh,Convenience_First,59.6,1,Mall_Retail,5,0.734,0.365,0.869,0.758,19.9,0.336
CUST00733,Kolkata,Convenience_First,55.1,0,Hotel,9,0.843,0.102,0.928,0.799,31.3,0.185
CUST00734,Mumbai,Routine_Commuter,49.6,1,Mall_Retail,10,0.671,0.685,0.617,0.535,19.8,0.59
CUST00735,Delhi NCR,High_Mileage,70.0,0,Highway,23,0.543,0.658,0.776,0.793,27.7,0.492
CUST00736,Pune,Price_Sensitive,68.2,1,Transit_Public,9,0.439,0.772,0.624,0.543,29.9,0.612
CUST00737,Mumbai,Routine_Commuter,37.4,1,Mall_Retail,11,0.56,0.405,0.735,0.867,8.0,0.352
CUST00738,Chennai,Convenience_First,56.3,0,Mall_Retail,7,0.814,0.313,0.816,0.689,20.1,0.337
CUST00739,Kolkata,Price_Sensitive,45.7,1,Highway,8,0.361,0.766,0.641,0.529,23.7,0.6
CUST00740,Kochi,Routine_Commuter,51.8,0,Office_Commercial,9,0.723,0.34,0.655,0.645,24.0,0.382
CUST00741,Chennai,Routine_Commuter,57.1,1,Office_Commercial,11,0.63,0.307,0.709,0.78,18.8,0.323
CUST00742,Kolkata,Routine_Commuter,60.2,1,Hotel,14,0.834,0.435,0.822,0.661,13.6,0.409
CUST00743,Bengaluru,Routine_Commuter,47.8,1,Hotel,10,0.671,0.766,0.541,0.652,17.4,0.632
CUST00744,Pune,Routine_Commuter,44.5,1,Residential,10,0.877,0.677,0.667,0.552,11.3,0.594
CUST00745,Mumbai,High_Mileage,67.1,0,Highway,22,0.55,0.874,0.811,0.773,36.3,0.607
CUST00746,Chandigarh,Routine_Commuter,59.5,1,Office_Commercial,10,0.668,0.516,0.747,0.648,13.2,0.454
CUST00747,Chennai,Routine_Commuter,56.5,1,Hotel,11,0.795,0.338,0.54,0.637,22.4,0.412
CUST00748,Chennai,High_Mileage,64.2,0,Highway,21,0.504,0.428,0.755,0.784,26.8,0.367
CUST00749,Bengaluru,High_Mileage,67.6,0,Mall_Retail,16,0.614,0.672,0.875,0.817,42.2,0.484
CUST00750,Ahmedabad,Price_Sensitive,49.9,0,Fleet,11,0.555,0.847,0.452,0.52,20.1,0.703
CUST00751,Delhi NCR,Routine_Commuter,51.7,0,Mall_Retail,13,0.677,0.456,0.494,0.701,18.0,0.465
CUST00752,Bengaluru,Convenience_First,47.7,0,Office_Commercial,10,0.871,0.347,0.848,0.662,21.5,0.359
CUST00753,Chennai,Routine_Commuter,50.0,0,Mall_Retail,9,0.777,0.389,0.563,0.806,22.9,0.408
CUST00754,Delhi NCR,Routine_Commuter,54.9,1,Office_Commercial,12,0.839,0.542,0.87,0.593,28.1,0.469
CUST00755,Delhi NCR,Routine_Commuter,45.5,1,Residential,8,0.975,0.559,0.746,0.863,18.3,0.476
CUST00756,Ahmedabad,Convenience_First,65.2,0,Transit_Public,8,0.803,0.175,0.933,0.9,30.5,0.205
CUST00757,Pune,Routine_Commuter,56.4,0,Mall_Retail,10,0.974,0.283,0.633,0.631,18.7,0.382
CUST00758,Jaipur,Price_Sensitive,44.9,0,Transit_Public,11,0.442,0.697,0.473,0.524,22.7,0.605
CUST00759,Bengaluru,Routine_Commuter,59.1,1,Highway,14,0.652,0.519,0.765,0.671,28.9,0.447
CUST00760,Ahmedabad,Routine_Commuter,43.9,1,Office_Commercial,9,0.582,0.313,0.606,0.554,16.8,0.376
CUST00761,Pune,Routine_Commuter,53.3,1,Transit_Public,14,0.918,0.417,0.521,0.816,27.0,0.445
CUST00762,Hyderabad,Price_Sensitive,35.0,0,Mall_Retail,12,0.619,0.877,0.268,0.369,14.2,0.785
CUST00763,Mumbai,Price_Sensitive,72.4,0,Residential,12,0.424,0.753,0.498,0.643,20.7,0.61
CUST00764,Delhi NCR,Convenience_First,55.2,0,Mall_Retail,5,0.821,0.172,0.704,0.974,20.0,0.24
CUST00765,Kochi,Price_Sensitive,51.2,0,Mall_Retail,6,0.413,0.854,0.569,0.673,20.9,0.647
CUST00766,Chennai,Routine_Commuter,68.2,1,Office_Commercial,10,0.725,0.462,0.833,0.549,26.5,0.428
CUST00767,Bengaluru,Price_Sensitive,38.1,1,Mall_Retail,7,0.554,0.888,0.45,0.199,13.2,0.774
CUST00768,Delhi NCR,Price_Sensitive,49.6,0,Mall_Retail,12,0.369,0.979,0.491,0.624,20.3,0.734
CUST00769,Pune,Convenience_First,60.1,0,Mall_Retail,6,0.889,0.299,0.775,0.821,24.9,0.325
CUST00770,Lucknow,Price_Sensitive,39.3,0,Transit_Public,10,0.441,0.834,0.383,0.975,22.9,0.63
CUST00771,Bengaluru,High_Mileage,65.5,0,Fleet,18,0.615,0.723,0.876,0.957,23.3,0.491
CUST00772,Chennai,Routine_Commuter,48.2,0,Mall_Retail,8,0.769,0.282,0.698,0.573,24.7,0.357
CUST00773,Chandigarh,Routine_Commuter,47.6,1,Hotel,14,0.9,0.315,0.77,0.661,20.8,0.36
CUST00774,Bengaluru,Convenience_First,45.4,0,Residential,9,0.847,0.304,0.876,0.884,20.1,0.294
CUST00775,Bengaluru,High_Mileage,73.6,0,Residential,16,0.598,0.778,0.513,0.818,36.8,0.613
CUST00776,Bengaluru,Routine_Commuter,49.9,0,Mall_Retail,14,0.746,0.598,0.642,0.734,26.5,0.515
CUST00777,Lucknow,Routine_Commuter,57.6,0,Highway,10,0.743,0.386,0.833,0.785,27.1,0.352
CUST00778,Chandigarh,Convenience_First,52.2,1,Mall_Retail,10,0.884,0.112,0.876,0.99,24.5,0.176
CUST00779,Lucknow,High_Mileage,69.3,0,Highway,21,0.441,0.839,0.608,0.844,26.9,0.607
CUST00780,Delhi NCR,Routine_Commuter,44.6,1,Mall_Retail,8,0.844,0.615,0.763,0.732,16.8,0.51
CUST00781,Ahmedabad,Routine_Commuter,54.6,0,Mall_Retail,13,0.87,0.498,0.535,0.88,12.3,0.472
CUST00782,Pune,Convenience_First,55.8,0,Transit_Public,5,0.886,0.198,0.793,0.873,17.4,0.258
CUST00783,Delhi NCR,Routine_Commuter,42.8,1,Transit_Public,13,0.831,0.445,0.585,0.883,15.6,0.429
CUST00784,Chandigarh,Price_Sensitive,42.6,1,Office_Commercial,10,0.293,0.724,0.577,0.654,23.0,0.564
CUST00785,Bengaluru,Price_Sensitive,51.6,1,Mall_Retail,11,0.576,0.918,0.287,0.531,23.3,0.776
CUST00786,Mumbai,Convenience_First,44.3,0,Highway,5,0.919,0.285,0.779,0.781,17.9,0.326
CUST00787,Mumbai,Price_Sensitive,51.7,1,Office_Commercial,9,0.315,0.891,0.808,0.722,18.9,0.601
CUST00788,Chandigarh,Price_Sensitive,50.6,1,Residential,8,0.484,0.869,0.294,0.441,22.2,0.751
CUST00789,Bengaluru,Routine_Commuter,46.4,0,Residential,12,0.785,0.502,0.534,0.931,25.8,0.458
CUST00790,Kolkata,Routine_Commuter,46.7,1,Office_Commercial,11,0.853,0.432,0.7,0.565,13.3,0.448
CUST00791,Mumbai,High_Mileage,60.8,0,Highway,25,0.759,0.634,0.616,0.866,28.4,0.522
CUST00792,Bengaluru,Convenience_First,64.7,0,Residential,9,0.857,0.14,0.772,0.884,22.5,0.226
CUST00793,Delhi NCR,Price_Sensitive,52.9,0,Residential,7,0.433,0.878,0.277,0.442,22.6,0.754
CUST00794,Lucknow,Price_Sensitive,41.4,1,Office_Commercial,6,0.432,0.843,0.542,0.582,22.3,0.661
CUST00795,Ahmedabad,Price_Sensitive,46.0,1,Fleet,9,0.536,0.706,0.676,0.58,18.6,0.57
CUST00796,Kochi,Price_Sensitive,54.3,0,Office_Commercial,7,0.381,0.839,0.521,0.301,22.9,0.7
CUST00797,Hyderabad,Routine_Commuter,58.7,0,Residential,10,0.578,0.472,0.76,0.778,23.2,0.399
CUST00798,Mumbai,Routine_Commuter,52.0,0,Office_Commercial,9,0.805,0.577,0.728,0.694,25.3,0.498
CUST00799,Kolkata,Routine_Commuter,51.7,0,Residential,8,0.642,0.586,0.657,0.908,21.4,0.469
CUST00800,Ahmedabad,Convenience_First,62.8,1,Fleet,5,0.78,0.361,0.812,0.857,19.3,0.336
CUST00801,Chennai,Price_Sensitive,44.7,0,Mall_Retail,7,0.501,0.691,0.498,0.698,10.1,0.576
CUST00802,Delhi NCR,High_Mileage,64.3,0,Fleet,16,0.678,0.661,0.536,0.914,25.9,0.537
CUST00803,Ahmedabad,Routine_Commuter,68.1,1,Office_Commercial,13,0.824,0.354,0.949,0.989,28.1,0.289
CUST00804,Chennai,High_Mileage,51.8,0,Highway,16,0.738,0.676,0.605,0.813,22.9,0.553
CUST00805,Mumbai,Convenience_First,53.2,1,Highway,10,0.841,0.217,0.927,0.673,30.0,0.267
CUST00806,Chennai,Price_Sensitive,54.1,0,Hotel,12,0.368,0.79,0.611,0.468,20.5,0.629
CUST00807,Delhi NCR,High_Mileage,68.3,0,Highway,20,0.643,0.619,0.754,0.971,28.8,0.458
CUST00808,Mumbai,Routine_Commuter,57.7,1,Transit_Public,12,0.708,0.724,0.586,0.694,26.3,0.598
CUST00809,Bengaluru,Convenience_First,56.5,1,Fleet,9,0.753,0.227,0.767,0.848,27.2,0.27
CUST00810,Delhi NCR,Routine_Commuter,55.9,1,Office_Commercial,8,0.673,0.608,0.702,0.809,23.1,0.49
CUST00811,Jaipur,Convenience_First,68.4,1,Highway,8,0.75,0.159,0.912,0.77,30.3,0.214
CUST00812,Mumbai,Price_Sensitive,53.1,1,Residential,10,0.691,0.815,0.56,0.557,22.6,0.672
CUST00813,Delhi NCR,Price_Sensitive,42.0,1,Transit_Public,7,0.472,0.851,0.608,0.67,22.1,0.643
CUST00814,Hyderabad,Price_Sensitive,40.1,1,Mall_Retail,8,0.613,0.897,0.689,0.666,15.2,0.667
CUST00815,Jaipur,Price_Sensitive,42.0,0,Transit_Public,9,0.455,0.853,0.592,0.459,13.1,0.677
CUST00816,Mumbai,Routine_Commuter,59.5,0,Mall_Retail,12,0.793,0.41,0.54,0.722,26.4,0.438
CUST00817,Kolkata,Routine_Commuter,55.2,1,Office_Commercial,10,0.524,0.548,0.925,0.566,28.2,0.434
CUST00818,Hyderabad,Routine_Commuter,57.2,1,Office_Commercial,13,0.706,0.471,0.6,0.502,27.2,0.484
CUST00819,Chennai,Price_Sensitive,52.3,1,Office_Commercial,9,0.658,0.99,0.703,0.679,17.3,0.718
CUST00820,Bengaluru,Convenience_First,56.7,0,Highway,5,0.688,0.246,0.835,0.683,28.0,0.285
CUST00821,Hyderabad,Convenience_First,51.7,0,Highway,5,0.82,0.26,0.892,0.746,20.4,0.284
CUST00822,Delhi NCR,Price_Sensitive,54.6,0,Mall_Retail,6,0.469,0.876,0.577,0.667,20.4,0.663
CUST00823,Bengaluru,Convenience_First,57.7,0,Mall_Retail,9,0.929,0.28,0.928,0.713,22.0,0.304
CUST00824,Mumbai,Routine_Commuter,62.5,1,Office_Commercial,11,0.939,0.549,0.71,0.683,24.5,0.501
CUST00825,Kolkata,Routine_Commuter,56.7,0,Mall_Retail,14,0.661,0.661,0.812,0.666,24.0,0.517
CUST00826,Kolkata,Routine_Commuter,40.1,1,Highway,8,0.592,0.584,0.444,0.599,16.9,0.552
CUST00827,Kolkata,Routine_Commuter,54.1,1,Mall_Retail,9,0.503,0.562,0.561,0.577,25.8,0.511
CUST00828,Jaipur,Price_Sensitive,50.4,1,Mall_Retail,11,0.368,0.828,0.45,0.527,21.8,0.673
CUST00829,Jaipur,Routine_Commuter,46.2,0,Hotel,10,0.819,0.442,0.673,0.859,15.9,0.412
CUST00830,Mumbai,Convenience_First,58.8,0,Transit_Public,8,0.775,0.213,0.868,0.767,24.8,0.256
CUST00831,Kolkata,High_Mileage,64.3,0,Fleet,21,0.554,0.786,0.619,0.921,27.9,0.576
CUST00832,Lucknow,Routine_Commuter,60.3,0,Residential,11,0.846,0.429,0.707,0.746,29.6,0.417
CUST00833,Jaipur,Convenience_First,65.0,1,Transit_Public,7,0.655,0.3,0.834,0.787,34.9,0.296
CUST00834,Chennai,Routine_Commuter,60.1,1,Office_Commercial,11,0.576,0.539,0.544,0.533,26.6,0.516
CUST00835,Delhi NCR,Price_Sensitive,48.3,0,Mall_Retail,12,0.597,0.559,0.444,0.633,15.3,0.534
CUST00836,Kolkata,High_Mileage,56.5,0,Fleet,24,0.563,0.654,0.426,0.834,26.9,0.556
CUST00837,Kolkata,Convenience_First,56.6,1,Highway,10,0.99,0.273,0.755,0.744,23.1,0.337
CUST00838,Lucknow,Routine_Commuter,44.1,1,Residential,10,0.797,0.683,0.64,0.864,18.5,0.548
CUST00839,Kochi,Price_Sensitive,47.2,1,Transit_Public,12,0.424,0.798,0.566,0.474,20.2,0.647
CUST00840,Delhi NCR,Price_Sensitive,38.5,0,Office_Commercial,11,0.406,0.962,0.691,0.559,15.2,0.698
CUST00841,Pune,Convenience_First,66.0,1,Highway,8,0.938,0.184,0.885,0.681,26.9,0.266
CUST00842,Lucknow,Convenience_First,63.9,0,Mall_Retail,5,0.891,0.399,0.815,0.855,20.2,0.367
CUST00843,Hyderabad,Routine_Commuter,40.4,0,Residential,14,0.889,0.571,0.676,0.457,19.8,0.549
CUST00844,Bengaluru,Price_Sensitive,52.4,0,Mall_Retail,8,0.694,0.785,0.376,0.777,27.9,0.66
CUST00845,Bengaluru,Routine_Commuter,62.7,0,Residential,10,0.736,0.449,0.68,0.667,17.7,0.435
CUST00846,Chennai,High_Mileage,71.6,0,Highway,22,0.622,0.698,0.733,0.895,32.5,0.515
CUST00847,Mumbai,Price_Sensitive,61.1,1,Transit_Public,9,0.282,0.785,0.245,0.793,31.6,0.642
CUST00848,Jaipur,Convenience_First,56.8,0,Transit_Public,5,0.789,0.327,0.925,0.781,20.5,0.306
CUST00849,Delhi NCR,Convenience_First,64.8,0,Hotel,9,0.864,0.198,0.99,0.842,20.7,0.221
CUST00850,Ahmedabad,Routine_Commuter,61.1,1,Hotel,13,0.81,0.579,0.647,0.708,29.1,0.514
CUST00851,Delhi NCR,Routine_Commuter,45.7,1,Residential,8,0.519,0.504,0.54,0.892,13.7,0.437
CUST00852,Delhi NCR,Routine_Commuter,63.8,1,Fleet,8,0.596,0.439,0.776,0.875,28.8,0.365
CUST00853,Mumbai,Convenience_First,47.2,0,Residential,6,0.862,0.131,0.818,0.99,15.4,0.196
CUST00854,Chandigarh,Routine_Commuter,66.2,0,Office_Commercial,10,0.674,0.36,0.926,0.717,25.1,0.322
CUST00855,Hyderabad,Routine_Commuter,57.1,1,Residential,12,0.495,0.597,0.665,0.596,21.7,0.505
CUST00856,Hyderabad,Routine_Commuter,53.7,1,Highway,13,0.598,0.74,0.739,0.935,20.1,0.529
CUST00857,Hyderabad,Price_Sensitive,60.0,1,Fleet,8,0.302,0.891,0.568,0.753,35.3,0.644
CUST00858,Hyderabad,Price_Sensitive,35.0,0,Residential,11,0.59,0.982,0.508,0.71,16.9,0.741
CUST00859,Mumbai,Routine_Commuter,59.3,1,Mall_Retail,9,0.782,0.669,0.661,0.788,27.8,0.545
CUST00860,Jaipur,Routine_Commuter,52.6,1,Hotel,12,0.58,0.617,0.68,0.662,16.1,0.512
CUST00861,Kolkata,Routine_Commuter,65.8,1,Residential,8,0.914,0.668,0.483,0.882,33.5,0.58
CUST00862,Hyderabad,High_Mileage,81.5,0,Office_Commercial,18,0.825,0.39,0.7,0.827,25.4,0.383
CUST00863,Hyderabad,Routine_Commuter,44.7,1,Hotel,10,0.519,0.231,0.805,0.698,13.2,0.263
CUST00864,Hyderabad,Price_Sensitive,54.9,0,Transit_Public,6,0.446,0.79,0.534,0.369,17.9,0.667
CUST00865,Lucknow,Price_Sensitive,56.2,0,Mall_Retail,10,0.509,0.841,0.178,0.454,25.2,0.76
CUST00866,Chennai,Routine_Commuter,35.0,1,Transit_Public,9,0.451,0.38,0.548,0.808,14.7,0.373
CUST00867,Delhi NCR,Routine_Commuter,46.1,0,Highway,8,0.528,0.721,0.692,0.732,29.4,0.551
CUST00868,Lucknow,Routine_Commuter,52.0,0,Fleet,8,0.416,0.284,0.867,0.596,21.0,0.285
CUST00869,Lucknow,Routine_Commuter,72.1,1,Mall_Retail,9,0.645,0.44,0.729,0.742,33.3,0.399
CUST00870,Pune,Routine_Commuter,64.4,1,Residential,10,0.803,0.527,0.969,0.891,19.7,0.393
CUST00871,Chennai,Routine_Commuter,50.9,1,Residential,9,0.652,0.599,0.828,0.582,35.4,0.492
CUST00872,Bengaluru,Convenience_First,64.1,0,Transit_Public,10,0.703,0.217,0.785,0.847,23.1,0.256
CUST00873,Lucknow,High_Mileage,63.3,0,Residential,19,0.705,0.846,0.787,0.944,18.2,0.587
CUST00874,Hyderabad,Routine_Commuter,51.6,1,Residential,10,0.402,0.589,0.807,0.651,19.6,0.455
CUST00875,Kolkata,Routine_Commuter,57.8,0,Residential,11,0.687,0.48,0.905,0.673,17.0,0.401
CUST00876,Jaipur,Routine_Commuter,52.9,1,Residential,8,0.849,0.27,0.614,0.556,22.0,0.377
CUST00877,Jaipur,Routine_Commuter,59.1,1,Office_Commercial,8,0.629,0.542,0.581,0.77,27.4,0.479
CUST00878,Hyderabad,Price_Sensitive,35.0,1,Residential,11,0.451,0.913,0.349,0.339,15.8,0.777
CUST00879,Mumbai,Price_Sensitive,51.7,1,Residential,10,0.575,0.717,0.541,0.461,18.3,0.624
CUST00880,Delhi NCR,Convenience_First,50.9,0,Residential,10,0.728,0.232,0.829,0.79,25.3,0.266
CUST00881,Pune,Price_Sensitive,52.7,0,Office_Commercial,9,0.673,0.88,0.417,0.399,17.6,0.758
CUST00882,Mumbai,Convenience_First,71.5,0,Highway,8,0.838,0.261,0.99,0.738,37.1,0.269
CUST00883,Bengaluru,Routine_Commuter,62.4,1,Transit_Public,8,0.776,0.397,0.635,0.856,23.7,0.391
CUST00884,Chandigarh,Routine_Commuter,41.7,0,Residential,11,0.713,0.687,0.636,0.841,22.7,0.546
CUST00885,Lucknow,Convenience_First,55.1,0,Highway,6,0.871,0.188,0.839,0.888,14.9,0.239
CUST00886,Kochi,Routine_Commuter,47.3,1,Highway,12,0.917,0.823,0.553,0.751,18.1,0.671
CUST00887,Ahmedabad,Price_Sensitive,46.1,0,Residential,7,0.683,0.494,0.414,0.543,27.1,0.526
CUST00888,Jaipur,Price_Sensitive,53.9,1,Residential,10,0.524,0.77,0.419,0.545,19.3,0.66
CUST00889,Kolkata,Routine_Commuter,70.8,0,Office_Commercial,10,0.582,0.461,0.732,0.734,34.4,0.405
CUST00890,Kolkata,Price_Sensitive,59.0,0,Mall_Retail,8,0.528,0.746,0.572,0.249,23.7,0.661
CUST00891,Bengaluru,High_Mileage,76.7,1,Fleet,21,0.99,0.839,0.678,0.91,37.2,0.638
CUST00892,Delhi NCR,High_Mileage,93.5,0,Hotel,22,0.66,0.685,0.896,0.747,38.8,0.502
CUST00893,Lucknow,Routine_Commuter,52.5,0,Residential,10,0.711,0.493,0.579,0.772,15.0,0.46
CUST00894,Bengaluru,Routine_Commuter,56.3,1,Office_Commercial,14,0.558,0.594,0.467,0.889,27.1,0.506
CUST00895,Kochi,Price_Sensitive,55.1,0,Mall_Retail,6,0.532,0.652,0.235,0.371,25.7,0.659
CUST00896,Mumbai,Routine_Commuter,54.0,1,Office_Commercial,9,0.766,0.511,0.605,0.725,17.0,0.478
CUST00897,Hyderabad,Routine_Commuter,50.8,0,Residential,10,0.598,0.486,0.768,0.742,24.6,0.412
CUST00898,Chandigarh,Convenience_First,63.2,0,Mall_Retail,7,0.774,0.467,0.99,0.871,23.8,0.356
CUST00899,Kolkata,Price_Sensitive,44.1,1,Office_Commercial,10,0.425,0.907,0.19,0.562,19.1,0.769
CUST00900,Hyderabad,Convenience_First,57.5,0,Highway,5,0.778,0.235,0.799,0.801,26.1,0.277
CUST00901,Bengaluru,Price_Sensitive,55.5,1,Transit_Public,6,0.336,0.776,0.432,0.351,36.4,0.672
CUST00902,Bengaluru,Convenience_First,71.5,1,Office_Commercial,8,0.676,0.326,0.967,0.732,28.5,0.294
CUST00903,Bengaluru,Convenience_First,62.3,0,Office_Commercial,9,0.856,0.182,0.846,0.99,26.7,0.218
CUST00904,Chandigarh,Convenience_First,57.2,0,Mall_Retail,7,0.844,0.181,0.891,0.793,28.4,0.237
CUST00905,Kolkata,Price_Sensitive,44.4,1,Transit_Public,12,0.911,0.724,0.371,0.547,13.9,0.683
CUST00906,Lucknow,Convenience_First,63.7,0,Fleet,9,0.679,0.402,0.738,0.696,37.2,0.387
CUST00907,Chennai,Price_Sensitive,49.1,1,Highway,12,0.467,0.891,0.549,0.418,28.5,0.714
CUST00908,Delhi NCR,Price_Sensitive,48.3,0,Highway,12,0.314,0.69,0.349,0.395,16.5,0.632
CUST00909,Delhi NCR,Routine_Commuter,54.2,1,Mall_Retail,10,0.613,0.465,0.799,0.746,28.4,0.395
CUST00910,Pune,High_Mileage,74.6,0,Fleet,24,0.459,0.607,0.649,0.789,38.8,0.481
CUST00911,Kolkata,Price_Sensitive,55.6,1,Highway,10,0.432,0.88,0.428,0.811,17.0,0.67
CUST00912,Bengaluru,Routine_Commuter,46.7,1,Residential,8,0.551,0.415,0.482,0.798,17.1,0.417
CUST00913,Bengaluru,Routine_Commuter,50.1,0,Hotel,10,0.673,0.88,0.773,0.688,23.2,0.644
CUST00914,Kochi,Convenience_First,43.5,1,Highway,5,0.853,0.133,0.918,0.799,20.7,0.205
CUST00915,Ahmedabad,Convenience_First,49.0,1,Residential,5,0.916,0.144,0.698,0.724,19.5,0.272
CUST00916,Chennai,Routine_Commuter,52.7,1,Residential,9,0.853,0.564,0.553,0.915,24.8,0.497
CUST00917,Hyderabad,Routine_Commuter,60.1,0,Office_Commercial,14,0.672,0.439,0.636,0.776,22.8,0.415
CUST00918,Mumbai,Routine_Commuter,53.6,1,Transit_Public,14,0.748,0.304,0.557,0.478,25.3,0.409
CUST00919,Lucknow,Routine_Commuter,50.5,1,Mall_Retail,10,0.628,0.432,0.68,0.644,17.9,0.418
CUST00920,Hyderabad,Convenience_First,65.3,1,Office_Commercial,5,0.923,0.52,0.823,0.758,25.3,0.45
CUST00921,Chandigarh,Price_Sensitive,49.7,1,Mall_Retail,10,0.471,0.947,0.481,0.349,19.9,0.769
CUST00922,Chandigarh,Price_Sensitive,57.8,0,Transit_Public,7,0.461,0.772,0.623,0.658,30.4,0.598
CUST00923,Chandigarh,Convenience_First,69.6,0,Highway,7,0.888,0.1,0.906,0.81,25.6,0.191
CUST00924,Bengaluru,Routine_Commuter,51.5,1,Residential,10,0.716,0.463,0.67,0.911,21.4,0.406
CUST00925,Ahmedabad,High_Mileage,79.8,1,Fleet,15,0.595,0.804,0.82,0.949,37.8,0.545
CUST00926,Mumbai,High_Mileage,56.2,0,Mall_Retail,24,0.759,0.933,0.808,0.878,24.5,0.646
CUST00927,Delhi NCR,Routine_Commuter,64.6,0,Residential,11,0.708,0.651,0.353,0.743,28.0,0.597
CUST00928,Hyderabad,Routine_Commuter,59.2,1,Mall_Retail,8,0.72,0.41,0.618,0.587,22.2,0.436
CUST00929,Mumbai,Convenience_First,64.9,1,Highway,6,0.718,0.121,0.936,0.662,28.6,0.202
CUST00930,Delhi NCR,Routine_Commuter,52.3,1,Residential,10,0.99,0.193,0.624,0.822,22.5,0.307
CUST00931,Mumbai,Price_Sensitive,57.9,1,Transit_Public,6,0.412,0.847,0.364,0.703,24.3,0.679
CUST00932,Jaipur,Convenience_First,72.3,0,Transit_Public,6,0.77,0.292,0.918,0.663,30.5,0.305
CUST00933,Chennai,Routine_Commuter,64.5,1,Office_Commercial,12,0.515,0.565,0.435,0.684,39.5,0.523
CUST00934,Pune,Convenience_First,55.2,0,Highway,8,0.781,0.346,0.855,0.972,23.1,0.301
CUST00935,Chennai,Routine_Commuter,41.5,1,Office_Commercial,12,0.763,0.491,0.596,0.68,19.6,0.475
CUST00936,Mumbai,Routine_Commuter,48.4,1,Mall_Retail,13,0.709,0.584,0.686,0.881,18.3,0.473
CUST00937,Lucknow,Routine_Commuter,55.7,1,Office_Commercial,8,0.868,0.343,0.96,0.619,16.8,0.341
CUST00938,Kochi,Routine_Commuter,45.4,1,Office_Commercial,14,0.661,0.656,0.898,0.855,22.3,0.469
CUST00939,Mumbai,Routine_Commuter,60.8,0,Transit_Public,14,0.72,0.582,0.649,0.902,21.6,0.477
CUST00940,Delhi NCR,Routine_Commuter,63.8,1,Office_Commercial,12,0.782,0.664,0.31,0.697,25.3,0.627
CUST00941,Delhi NCR,Price_Sensitive,56.7,1,Fleet,8,0.199,0.933,0.657,0.474,26.6,0.68
CUST00942,Chennai,Convenience_First,77.0,0,Hotel,5,0.809,0.229,0.882,0.735,33.5,0.27
CUST00943,Kolkata,Routine_Commuter,54.4,1,Transit_Public,9,0.773,0.623,0.461,0.506,25.4,0.602
CUST00944,Jaipur,Convenience_First,46.8,0,Office_Commercial,10,0.699,0.289,0.71,0.835,20.5,0.312
CUST00945,Hyderabad,Price_Sensitive,57.0,0,Mall_Retail,12,0.392,0.67,0.226,0.569,22.7,0.627
CUST00946,Kolkata,Price_Sensitive,79.6,0,Highway,12,0.289,0.735,0.493,0.531,24.4,0.605
CUST00947,Mumbai,Routine_Commuter,43.8,1,Hotel,10,0.821,0.457,0.657,0.668,20.4,0.452
CUST00948,Mumbai,Routine_Commuter,65.5,1,Office_Commercial,8,0.514,0.596,0.596,0.81,27.4,0.488
CUST00949,Pune,Convenience_First,45.1,1,Highway,8,0.769,0.306,0.9,0.765,19.5,0.301
